document_modified,version,versionLocalName,version_isDefinedBy,version_issued,version_status,replaces_version,replaces1_version,replaces2_version,label,rdfs_comment,rdf_type,term_localName
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/HighestBiostratigraphicZone-2005-07-03,HighestBiostratigraphicZone-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Highest Biostratigraphic Zone,The full name of the highest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,HighestBiostratigraphicZone
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestAgeOrHighestStage-2005-07-03,LatestAgeOrHighestStage-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Latest AgeOr Highest Stage,The full name of the latest possible geochronologic age or highest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,LatestAgeOrHighestStage
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestEonOrHighestEonothem-2005-07-03,LatestEonOrHighestEonothem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Latest Eon Or Highest Eonothem,"The full name of the latest possible geochronologic eon or highest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,LatestEonOrHighestEonothem
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestEpochOrHighestSeries-2005-07-03,LatestEpochOrHighestSeries-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Latest Epoch Or Highest Series,The full name of the latest possible geochronologic epoch or highest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,LatestEpochOrHighestSeries
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestEraOrHighestErathem-2005-07-03,LatestEraOrHighestErathem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Latest Era Or Highest Erathem,The full name of the latest possible geochronologic era or highest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,LatestEraOrHighestErathem
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LatestPeriodOrHighestSystem-2005-07-03,LatestPeriodOrHighestSystem-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Latest Period Or Highest System,The full name of the latest possible geochronologic period or highest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,LatestPeriodOrHighestSystem
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LithostratigraphicTerms-2005-07-03,LithostratigraphicTerms-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Lithostratigraphic Terms,The combination of all litho-stratigraphic names for the rock from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,LithostratigraphicTerms
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/LowestBiostratigraphicZone-2005-07-03,LowestBiostratigraphicZone-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Lowest Biostratigraphic Zone,The full name of the lowest possible geological biostratigraphic zone of the stratigraphic horizon from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,LowestBiostratigraphicZone
2017-09-23T06:53:00-05:00,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/Member-2005-07-03,Member-2005-07-03,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/version/,2005-07-03,deprecated,,,,Member,The full name of the lithostratigraphic member from which the cataloged item was collected.,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,Member
2017-09-23T06:53:00-05:00,http://gensc.org/ns/mixs/version/source_mat_id-2011-01-26,source_mat_id-2011-01-26,http://gensc.org/ns/mixs/version/,2011-01-26,deprecated,,,,source material identifiers,"A unique identifier assigned to a material sample (as defined by http://rs-test.tdwg.org/dwc/terms/MaterialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher, /bio_material, or /culture_collection provide additional context and suggested syntax for this identifier for data submitted to INSDC databases.",http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,source_mat_id
